Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
324	APC	adenomatosis polyposis coli	NM_001127511, NM_001127510	NP_001120983.1, NP_001120982.1	ENSG00000134982	chr5:112118486 - 112207722	anterior/posterior pattern formation;axis specification;beta-catenin binding;beta-catenin destruction complex;cell adhesion;cell cycle;cell cycle arrest;centrosome;cytoplasm;dorsal/ventral pattern formation;kinetochore;lateral plasma membrane;microtubule binding;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;negative regulation of microtubule depolymerization;nucleus;protein complex assembly;protein kinase binding;protein kinase CK2 regulator activi	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
472	ATM	ataxia telangiectasia mutated (includes complementation groups A, C and D)	NM_138292, NM_000051	NP_612149.1, NP_000042.3	ENSG00000149311	chr11:107603561 - 107741445	1-phosphatidylinositol-3-kinase activity;cell cycle;DNA binding;DNA repair;meiotic recombination;mitotic spindle checkpoint;negative regulation of progression through cell cycle;nucleus;protein N-terminus binding;protein serine/threonine kinase activity;response to ionizing radiation;signal transduction;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
672	BRCA1	breast cancer 1, early onset	NM_007298, NM_007300, NM_007303, NM_007299, NM_007294, NM_007302, NM_007304, NM_007305	NP_009229.1, NP_009231.1, NP_009234.1, NP_009230.1, NP_009227.1, NP_009228.1, NP_009235.2, NP_009236.1	ENSG00000012048	chr17:38451220 - 38529639	androgen receptor binding;androgen receptor signaling pathway;BRCA1-BARD1 complex;cell cycle;cell cycle checkpoint;cellular_component;chromosome segregation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;DNA damage response, signal transduction resulting in induction of apoptosis;DNA repair;enzyme binding;fatty acid biosynthetic process;gamma-tubulin ring complex;intracellular;metal ion binding;molecular_function;negative regulatio	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
675	BRCA2	breast cancer 2, early onset	NM_000059	NP_000050.2	ENSG00000139618	chr13:31788597 - 31870907	chromatin remodeling;cytoplasm;DNA repair;double-strand break repair via homologous recombination;establishment and/or maintenance of chromatin architecture;extracellular space;histone acetyltransferase activity;mitotic checkpoint;nucleus;protein binding;regulation of progression through cell cycle;regulation of S phase of mitotic cell cycle;regulation of transcription;secretory granule;single-stranded DNA binding;transcriptional activator activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	NM_000077, NM_058197, NM_058195	NP_000068.1, NP_478104.2, NP_478102.1	ENSG00000147889	chr9:21961001 - 21984453	apoptosis;cell aging;cell cycle;cell cycle arrest;cell cycle checkpoint;cellular_component;cyclin-dependent protein kinase inhibitor activity;cytoplasm;DNA binding;epidermis development;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;nucleolus;nucleoplasm;nucleus;protein binding;regulation of cyclin-dependent protein kinase activity;regulation of transcription, DNA-dependent;rRNA processing;transcription	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2175	FANCA	Fanconi anemia, complementation group A	NM_001018112, NM_000135	NP_001018122.1, NP_000126.2	ENSG00000187741	chr16:88332509 - 88410524	cytoplasm;DNA repair;nucleus;protein binding;protein complex assembly	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2176	FANCC	Fanconi anemia, complementation group C	NM_000136	NP_000127.2	ENSG00000158169	chr9:96903809 - 97051394	cytoplasm;cytosol;DNA repair;germ cell development;nucleotide-excision repair;nucleus;protein binding;protein complex assembly	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2177	FANCD2	Fanconi anemia, complementation group D2	NM_001018115, NM_033084	NP_001018125.1, NP_149075.2	ENSG00000144554	chr3:10045341 - 10115634	biological_process;cell cycle;cellular_component;condensed chromosome;DNA repair;molecular_function;nucleus;protein binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation
2719	GPC3	glypican 3	NM_004484	NP_004475.1	ENSG00000147257	chrX:132497817 - 132947142	GPI anchor binding;integral to plasma membrane;membrane;negative regulation of cell proliferation;negative regulation of growth;organ morphogenesis;positive regulation of BMP signaling pathway;proteinaceous extracellular matrix;ureteric bud branching	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation,  Translocation
6416	MAP2K4	mitogen-activated protein kinase kinase 4	NM_003010	NP_003001.1	ENSG00000065559	chr17:11864928 - 11985302	ATP binding;JNK cascade;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;signal transduction;transferase activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Large deletion,  Missense mutation,  Nonsense mutation
