Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
207	AKT1	v-akt murine thymoma viral oncogene homolog 1	NM_001014431	NP_005154.2	ENSG00000142208	chr14:104307722 - 104330025	anagen;apoptosis;apoptotic mitochondrial changes;ATP binding;carbohydrate metabolic process;cytoplasm;G-protein coupled receptor protein signaling pathway;germ cell development;glucose metabolic process;glucose transport;glycogen biosynthetic process;identical protein binding;inflammatory response;insulin receptor signaling pathway;insulin-like growth factor receptor signaling pathway;lamellipodium;nitric oxide biosynthetic process;nucleotide binding;nucleus;peptidyl-serine phosphorylation;protein amino aci	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  Kit Receptor,  TNF_alpha_NF_kB,  Wnt,  Hahn and Weinberg 2002,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
324	APC	adenomatosis polyposis coli	NM_001127511, NM_001127510	NP_001120983.1, NP_001120982.1	ENSG00000134982	chr5:112118486 - 112207722	anterior/posterior pattern formation;axis specification;beta-catenin binding;beta-catenin destruction complex;cell adhesion;cell cycle;cell cycle arrest;centrosome;cytoplasm;dorsal/ventral pattern formation;kinetochore;lateral plasma membrane;microtubule binding;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;negative regulation of microtubule depolymerization;nucleus;protein complex assembly;protein kinase binding;protein kinase CK2 regulator activi	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
581	BAX	BCL2-associated X protein	NM_138763, NM_004324, NM_138764, NM_138761, NM_138765	NP_620118.1, NP_004315.1, NP_620119.1, NP_620116.1, NP_620120.1	ENSG00000087088	chr19:54149997 - 54156166	apoptosis;apoptotic mitochondrial changes;B cell apoptosis;B cell homeostatic proliferation;BH3 domain binding;caspase activation;caspase activation via cytochrome c;cell cycle;cellular_component;cleavage of lamin;cytoplasm;cytosol;cytosolic part;DNA fragmentation during apoptosis;endoplasmic reticulum;endoplasmic reticulum membrane;establishment and/or maintenance of transmembrane electrochemical gradient;germ cell development;induction of apoptosis;induction of apoptosis by extracellular signals;induction	Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Entrez Query:Oncogene
673	BRAF	v-raf murine sarcoma viral oncogene homolog B1	NM_004333	NP_004324.2	ENSG00000157764	chr7:140080865 - 140270972	anti-apoptosis;ATP binding;cytoplasm;diacylglycerol binding;intracellular signaling cascade;metal ion binding;nucleotide binding;organ morphogenesis;plasma membrane;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;receptor signaling protein activity;transferase activity;zinc ion binding	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
672	BRCA1	breast cancer 1, early onset	NM_007298, NM_007300, NM_007303, NM_007299, NM_007294, NM_007302, NM_007304, NM_007305	NP_009229.1, NP_009231.1, NP_009234.1, NP_009230.1, NP_009227.1, NP_009228.1, NP_009235.2, NP_009236.1	ENSG00000012048	chr17:38451220 - 38529639	androgen receptor binding;androgen receptor signaling pathway;BRCA1-BARD1 complex;cell cycle;cell cycle checkpoint;cellular_component;chromosome segregation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;DNA damage response, signal transduction resulting in induction of apoptosis;DNA repair;enzyme binding;fatty acid biosynthetic process;gamma-tubulin ring complex;intracellular;metal ion binding;molecular_function;negative regulatio	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
675	BRCA2	breast cancer 2, early onset	NM_000059	NP_000050.2	ENSG00000139618	chr13:31788597 - 31870907	chromatin remodeling;cytoplasm;DNA repair;double-strand break repair via homologous recombination;establishment and/or maintenance of chromatin architecture;extracellular space;histone acetyltransferase activity;mitotic checkpoint;nucleus;protein binding;regulation of progression through cell cycle;regulation of S phase of mitotic cell cycle;regulation of transcription;secretory granule;single-stranded DNA binding;transcriptional activator activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
595	CCND1	cyclin D1	NM_053056	NP_444284.1	ENSG00000110092	chr11:69165262 - 69175231	cell cycle;cell division;cellular_component;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase regulator activity;cytosol;fat cell differentiation;G1/S transition of mitotic cell cycle;intracellular;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;re-entry into mitotic cell cycle;unfolded protein response	Androgen Receptor,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
894	CCND2	cyclin D2	NM_001759	NP_001750.1	ENSG00000118971	chr12:4253467 - 4279436	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
896	CCND3	cyclin D3	NM_001760	NP_001751.1	ENSG00000112576	chr6:42011655 - 42017365	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
898	CCNE1	cyclin E1	NM_057182	NP_476530.1	ENSG00000105173	chr19:34995302 - 35006524	androgen receptor binding;androgen receptor signaling pathway;cell cycle;cell division;G1/S transition of mitotic cell cycle;nucleus;positive regulation of transcription, DNA-dependent;protein binding;regulation of progression through cell cycle;transcription coactivator activity	Hahn and Weinberg 2002,  Stability
1017	CDK2	cyclin-dependent kinase 2	NM_052827, NM_001798	NP_439892.2, NP_001789.2	ENSG00000123374	chr12:54647059 - 54651676	ATP binding;cell cycle;cell division;cyclin-dependent protein kinase activity;cytoplasm;G2/M transition of mitotic cell cycle;identical protein binding;mitosis;nucleotide binding;nucleus;positive regulation of cell proliferation;protein amino acid phosphorylation;protein serine/threonine kinase activity;regulation of DNA replication;transferase activity;traversing start control point of mitotic cell cycle	ID,  TGFBR,  Hahn and Weinberg 2002,  Protein Kinase,  Stability,  Tumor Suppressor
1019	CDK4	cyclin-dependent kinase 4	NM_000075	NP_000066.1	ENSG00000135446	chr12:56428574 - 56431767	ATP binding;cell cycle;cell division;cell proliferation;cyclin-dependent protein kinase activity;G1/S transition of mitotic cell cycle;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;regulation of progression through cell cycle;transferase activity	TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Missense mutation
1021	CDK6	cyclin-dependent kinase 6	NM_001259	NP_001250.1	ENSG00000105810	chr7:92082389 - 92300573	ATP binding;cell cycle;cell division;cell proliferation;G1 phase of mitotic cell cycle;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Protein Kinase,  Tumor Suppressor,  Translocation
1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	NM_078467	NP_510867.1	ENSG00000124762	chr6:36759856 - 36761555	cell cycle;cell cycle arrest;cyclin binding;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase inhibitor activity;cytosol;induction of apoptosis by intracellular signals;kinase activity;metal ion binding;negative regulation of apoptosis;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;nucleus;positive regulation of B cell proliferation;positive regulation of non-apoptotic programmed cell death;protein kinase activity;re	TGFBR,  Hahn and Weinberg 2002,  Protein Kinase,  Stability,  Tumor Suppressor
